learning_rate,reg_alpha,reg_lambda,gamma,max_depth,min_child_weight,subsample,objective,nthread,max_delta_step,Accuracy,AUC Score (Train),Precision,Recall,f1-score,cv mean,cv Std,cv min,cv max
0.1,0.9,0.9,1,4,1,0.9,binary:logistic,-1,0,0.9504950495049505,0.999063670411985,1.0,0.5833333333333334,0.7368421052631579,0.7232542139662883,0.1205567422594861,0.5294117647058824,0.8529411764705882
0.1,0.9,0.9,1,5,1,0.9,binary:logistic,-1,0,0.9504950495049505,0.999063670411985,1.0,0.5833333333333334,0.7368421052631579,,,,
0.1,0.9,0.9,1,6,1,0.9,binary:logistic,-1,0,0.9504950495049505,0.999063670411985,1.0,0.5833333333333334,0.7368421052631579,0.8058139118220387,0.09946808032042086,0.631578947368421,0.9074074074074074
0.1,0.9,0.9,1,7,1,0.9,binary:logistic,-1,0,0.9504950495049505,0.999063670411985,1.0,0.5833333333333334,0.7368421052631579,0.6907833820662768,0.15690144304207695,0.4722222222222222,0.8888888888888888
0.1,0.9,0.9,1,8,1,0.9,binary:logistic,-1,0,0.9504950495049505,0.999063670411985,1.0,0.5833333333333334,0.7368421052631579,0.820639834881321,0.169107395708849,0.5098039215686274,1.0
0.1,0.9,0.9,2,3,1,0.9,binary:logistic,-1,0,0.900990099009901,0.997191011235955,1.0,0.16666666666666666,0.2857142857142857,,,,
0.1,0.9,0.9,2,4,1,0.9,binary:logistic,-1,0,0.9108910891089109,0.9962546816479401,1.0,0.25,0.4,,,,
0.1,0.9,0.9,2,5,1,0.9,binary:logistic,-1,0,0.9108910891089109,0.9962546816479401,1.0,0.25,0.4,0.7891830065359476,0.12687528770584633,0.6372549019607843,0.95
0.1,0.9,0.9,2,6,1,0.9,binary:logistic,-1,0,0.9108910891089109,0.9962546816479401,1.0,0.25,0.4,0.7459714697282422,0.1044398177667836,0.5789473684210527,0.8888888888888888
0.1,0.9,0.9,2,7,1,0.9,binary:logistic,-1,0,0.9108910891089109,0.9962546816479401,1.0,0.25,0.4,0.6881632696938424,0.22167636027059417,0.359375,0.9444444444444444
0.1,0.9,0.9,2,8,1,0.9,binary:logistic,-1,0,0.9108910891089109,0.9962546816479401,1.0,0.25,0.4,0.7406207000343998,0.11839803693302078,0.5694444444444444,0.8947368421052632
0.1,0.9,0.9,3,3,1,0.9,binary:logistic,-1,0,0.900990099009901,0.9906367041198502,1.0,0.16666666666666666,0.2857142857142857,0.6039422084623324,0.11279756438285192,0.47058823529411764,0.736842105263158
0.1,0.9,0.9,3,4,1,0.9,binary:logistic,-1,0,0.900990099009901,0.9897003745318351,1.0,0.16666666666666666,0.2857142857142857,0.7303157894736843,0.18738587137931653,0.4722222222222222,0.986842105263158
0.1,0.9,0.9,3,5,1,0.9,binary:logistic,-1,0,0.900990099009901,0.9897003745318351,1.0,0.16666666666666666,0.2857142857142857,0.6117460010319917,0.12747294358358016,0.4019607843137254,0.734375
0.1,0.9,0.9,3,6,1,0.9,binary:logistic,-1,0,0.900990099009901,0.9897003745318351,1.0,0.16666666666666666,0.2857142857142857,,,,
0.1,0.9,0.9,3,7,1,0.9,binary:logistic,-1,0,0.900990099009901,0.9897003745318351,1.0,0.16666666666666666,0.2857142857142857,0.6199545923632611,0.15911747490616265,0.4473684210526316,0.8866666666666666
0.1,0.9,0.9,3,8,1,0.9,binary:logistic,-1,0,0.900990099009901,0.9897003745318351,1.0,0.16666666666666666,0.2857142857142857,0.753718932748538,0.09049114351321173,0.6111111111111112,0.868421052631579
0.1,0.9,0.9,4,3,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9691011235955056,0.0,0.0,0.0,,,,
0.1,0.9,0.9,4,4,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9873595505617978,0.0,0.0,0.0,0.6795230263157894,0.07607045695764651,0.5859375,0.8157894736842105
0.1,0.9,0.9,4,5,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9873595505617978,0.0,0.0,0.0,0.6489309210526316,0.21138362398063942,0.2894736842105263,0.8947368421052632
0.1,0.9,0.9,4,6,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9873595505617978,0.0,0.0,0.0,0.6449195906432749,0.20144128546474563,0.34375,0.888888888888889
0.1,0.9,0.9,4,7,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9873595505617978,0.0,0.0,0.0,0.7406776745786035,0.13593305562197758,0.5833333333333334,0.9607843137254902
0.1,0.9,0.9,4,8,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9873595505617978,0.0,0.0,0.0,0.6897471620227038,0.06563794362637797,0.625,0.8
0.1,0.9,0.9,5,3,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9410112359550563,0.0,0.0,0.0,0.6210956312349503,0.16217573314975942,0.3333333333333333,0.7638888888888888
0.1,0.9,0.9,5,4,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9410112359550563,0.0,0.0,0.0,0.6266626533654398,0.14273961845996,0.4583333333333333,0.8148148148148148
0.1,0.9,0.9,5,5,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9410112359550563,0.0,0.0,0.0,0.6818869324045407,0.17271717064482864,0.4117647058823529,0.9166666666666666
0.1,0.9,0.9,5,6,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9410112359550563,0.0,0.0,0.0,,,,
0.1,0.9,0.9,5,7,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9410112359550563,0.0,0.0,0.0,0.6779799836601307,0.1403842463540761,0.5588235294117647,0.95
0.1,0.9,0.9,5,8,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9410112359550563,0.0,0.0,0.0,,,,
0.1,0.9,1.0,1,3,1,0.9,binary:logistic,-1,0,0.9405940594059405,0.999063670411985,1.0,0.5,0.6666666666666666,0.7891904239766083,0.14148759689245993,0.5234375,0.9166666666666667
0.1,0.9,1.0,1,4,1,0.9,binary:logistic,-1,0,0.9504950495049505,0.9990636704119851,1.0,0.5833333333333334,0.7368421052631579,0.7231166150670795,0.14077662993557938,0.5833333333333333,0.9803921568627451
0.1,0.9,1.0,1,5,1,0.9,binary:logistic,-1,0,0.9504950495049505,0.9990636704119851,1.0,0.5833333333333334,0.7368421052631579,0.7671479044834308,0.08682487559016022,0.6111111111111112,0.8421052631578948
0.1,0.9,1.0,1,6,1,0.9,binary:logistic,-1,0,0.9504950495049505,0.9990636704119851,1.0,0.5833333333333334,0.7368421052631579,0.7799793601651187,0.12017525027668233,0.6666666666666667,1.0
0.1,0.9,1.0,1,7,1,0.9,binary:logistic,-1,0,0.9504950495049505,0.9990636704119851,1.0,0.5833333333333334,0.7368421052631579,0.7198257080610022,0.06887219904787929,0.6111111111111112,0.7843137254901961
0.1,0.9,1.0,1,8,1,0.9,binary:logistic,-1,0,0.9504950495049505,0.9990636704119851,1.0,0.5833333333333334,0.7368421052631579,0.6438983488132095,0.20375762474771,0.33333333333333337,0.8947368421052632
0.1,0.9,1.0,2,3,1,0.9,binary:logistic,-1,0,0.900990099009901,0.9962546816479401,1.0,0.16666666666666666,0.2857142857142857,0.7945730994152047,0.11786934308342419,0.66,0.9473684210526316
0.1,0.9,1.0,2,4,1,0.9,binary:logistic,-1,0,0.9108910891089109,0.9953183520599251,1.0,0.25,0.4,0.7294346978557505,0.09626628709735045,0.6176470588235294,0.8823529411764706
0.1,0.9,1.0,2,5,1,0.9,binary:logistic,-1,0,0.9108910891089109,0.9953183520599251,1.0,0.25,0.4,,,,
0.1,0.9,1.0,2,6,1,0.9,binary:logistic,-1,0,0.9108910891089109,0.9953183520599251,1.0,0.25,0.4,0.742797385620915,0.15845968383121598,0.5,1.0
0.1,0.9,1.0,2,7,1,0.9,binary:logistic,-1,0,0.9108910891089109,0.9953183520599251,1.0,0.25,0.4,0.6585343567251462,0.09973292801660354,0.515625,0.7777777777777778
0.1,0.9,1.0,2,8,1,0.9,binary:logistic,-1,0,0.9108910891089109,0.9953183520599251,1.0,0.25,0.4,0.7452850877192982,0.15344538728783283,0.5392156862745098,1.0
0.1,0.9,1.0,3,3,1,0.9,binary:logistic,-1,0,0.900990099009901,0.9850187265917603,1.0,0.16666666666666666,0.2857142857142857,0.7077055383556932,0.12602641120115415,0.5514705882352942,0.8947368421052632
0.1,0.9,1.0,3,4,1,0.9,binary:logistic,-1,0,0.8910891089108911,0.9915730337078652,1.0,0.08333333333333333,0.15384615384615385,0.7650584795321638,0.09932658588956915,0.638888888888889,0.8947368421052632
0.1,0.9,1.0,3,5,1,0.9,binary:logistic,-1,0,0.8910891089108911,0.9915730337078652,1.0,0.08333333333333333,0.15384615384615385,0.7217728758169935,0.15212543350159635,0.5555555555555556,1.0
0.1,0.9,1.0,3,6,1,0.9,binary:logistic,-1,0,0.8910891089108911,0.9915730337078652,1.0,0.08333333333333333,0.15384615384615385,0.7643333333333333,0.08167717241571941,0.6527777777777778,0.85
0.1,0.9,1.0,3,7,1,0.9,binary:logistic,-1,0,0.8910891089108911,0.9915730337078652,1.0,0.08333333333333333,0.15384615384615385,0.6515964912280701,0.13606746003903591,0.5,0.8194444444444444
0.1,0.9,1.0,3,8,1,0.9,binary:logistic,-1,0,0.8910891089108911,0.9915730337078652,1.0,0.08333333333333333,0.15384615384615385,0.7790371302029584,0.14272548092339862,0.5555555555555556,1.0
0.1,0.9,1.0,4,3,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9606741573033708,0.0,0.0,0.0,,,,
0.1,0.9,1.0,4,4,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9606741573033708,0.0,0.0,0.0,0.7259775255131291,0.19396235675332285,0.3431372549019608,0.8611111111111112
0.1,0.9,1.0,4,5,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9606741573033708,0.0,0.0,0.0,0.6788562091503267,0.11944574536812898,0.525,0.8823529411764706
0.1,0.9,1.0,4,6,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9606741573033708,0.0,0.0,0.0,0.7328307748538012,0.08536238984050698,0.5859375,0.8421052631578948
0.1,0.9,1.0,4,7,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9606741573033708,0.0,0.0,0.0,,,,
0.1,0.9,1.0,4,8,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9606741573033708,0.0,0.0,0.0,0.7487152777777777,0.21440649176603715,0.375,1.0
0.1,0.9,1.0,5,3,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9410112359550563,0.0,0.0,0.0,0.715087145969499,0.08753562125874369,0.607843137254902,0.8611111111111112
0.1,0.9,1.0,5,4,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9410112359550563,0.0,0.0,0.0,,,,
0.1,0.9,1.0,5,5,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9410112359550563,0.0,0.0,0.0,0.7031991744066047,0.12119177811413892,0.5526315789473685,0.8947368421052632
0.1,0.9,1.0,5,6,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9410112359550563,0.0,0.0,0.0,0.6893188854489163,0.10756087116439449,0.5131578947368421,0.8157894736842105
0.1,0.9,1.0,5,7,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9410112359550563,0.0,0.0,0.0,0.7725380116959065,0.11898316722818261,0.631578947368421,0.95
0.1,0.9,1.0,5,8,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9410112359550563,0.0,0.0,0.0,0.6730354532163743,0.1123494389593461,0.4736842105263158,0.8194444444444444
0.1,1.0,0.5,1,3,1,0.9,binary:logistic,-1,0,0.9504950495049505,1.0,1.0,0.5833333333333334,0.7368421052631579,0.8052309081527348,0.11682157439930628,0.59375,0.9411764705882353
0.1,1.0,0.5,1,4,1,0.9,binary:logistic,-1,0,0.9504950495049505,0.9990636704119851,1.0,0.5833333333333334,0.7368421052631579,,,,
0.1,1.0,0.5,1,5,1,0.9,binary:logistic,-1,0,0.9504950495049505,0.9990636704119851,1.0,0.5833333333333334,0.7368421052631579,0.6997649352138515,0.14698563560516795,0.5490196078431373,0.9629629629629629
0.1,1.0,0.5,1,6,1,0.9,binary:logistic,-1,0,0.9504950495049505,0.9990636704119851,1.0,0.5833333333333334,0.7368421052631579,,,,
0.1,1.0,0.5,1,7,1,0.9,binary:logistic,-1,0,0.9504950495049505,0.9990636704119851,1.0,0.5833333333333334,0.7368421052631579,0.6802631578947368,0.11006644815293516,0.5263157894736843,0.796875
0.1,1.0,0.5,1,8,1,0.9,binary:logistic,-1,0,0.9504950495049505,0.9990636704119851,1.0,0.5833333333333334,0.7368421052631579,,,,
0.1,1.0,0.5,2,3,1,0.9,binary:logistic,-1,0,0.9108910891089109,0.997191011235955,1.0,0.25,0.4,0.7433092535259718,0.11596151057548552,0.5833333333333333,0.888888888888889
0.1,1.0,0.5,2,4,1,0.9,binary:logistic,-1,0,0.9108910891089109,0.997191011235955,1.0,0.25,0.4,0.6944114207086344,0.18242474441930526,0.35,0.8947368421052632
0.1,1.0,0.5,2,5,1,0.9,binary:logistic,-1,0,0.9108910891089109,0.997191011235955,1.0,0.25,0.4,,,,
0.1,1.0,0.5,2,6,1,0.9,binary:logistic,-1,0,0.9108910891089109,0.997191011235955,1.0,0.25,0.4,,,,
0.1,1.0,0.5,2,7,1,0.9,binary:logistic,-1,0,0.9108910891089109,0.997191011235955,1.0,0.25,0.4,,,,
0.1,1.0,0.5,2,8,1,0.9,binary:logistic,-1,0,0.9108910891089109,0.997191011235955,1.0,0.25,0.4,0.7156067251461989,0.10437564960417291,0.5555555555555556,0.8611111111111112
0.1,1.0,0.5,3,3,1,0.9,binary:logistic,-1,0,0.900990099009901,0.9953183520599251,1.0,0.16666666666666666,0.2857142857142857,,,,
0.1,1.0,0.5,3,4,1,0.9,binary:logistic,-1,0,0.900990099009901,0.9953183520599251,1.0,0.16666666666666666,0.2857142857142857,0.790092879256966,0.15475245265352558,0.5686274509803921,1.0
0.1,1.0,0.5,3,5,1,0.9,binary:logistic,-1,0,0.900990099009901,0.9953183520599251,1.0,0.16666666666666666,0.2857142857142857,,,,
0.1,1.0,0.5,3,6,1,0.9,binary:logistic,-1,0,0.900990099009901,0.9953183520599251,1.0,0.16666666666666666,0.2857142857142857,0.7666457811194652,0.05928374989630679,0.6607142857142857,0.8421052631578947
0.1,1.0,0.5,3,7,1,0.9,binary:logistic,-1,0,0.900990099009901,0.9953183520599251,1.0,0.16666666666666666,0.2857142857142857,0.7514351565187478,0.1393110678861771,0.6133333333333333,0.95
0.1,1.0,0.5,3,8,1,0.9,binary:logistic,-1,0,0.900990099009901,0.9953183520599251,1.0,0.16666666666666666,0.2857142857142857,0.756983144134847,0.10804367621123134,0.6176470588235294,0.9166666666666667
0.1,1.0,0.5,4,3,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9868913857677902,0.0,0.0,0.0,0.7319772961816305,0.12298458766934794,0.5533333333333333,0.8947368421052632
0.1,1.0,0.5,4,4,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9953183520599251,0.0,0.0,0.0,,,,
0.1,1.0,0.5,4,5,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9953183520599251,0.0,0.0,0.0,,,,
0.1,1.0,0.5,4,6,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9953183520599251,0.0,0.0,0.0,,,,
0.1,1.0,0.5,4,7,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9953183520599251,0.0,0.0,0.0,0.6941291136337575,0.10727397279811532,0.5555555555555556,0.8421052631578948
0.1,1.0,0.5,4,8,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9953183520599251,0.0,0.0,0.0,0.6882696938424493,0.1016385174728907,0.5263157894736843,0.8055555555555556
0.1,1.0,0.5,5,3,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9616104868913857,0.0,0.0,0.0,,,,
0.1,1.0,0.5,5,4,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9616104868913857,0.0,0.0,0.0,0.5312000128998968,0.2123281917373767,0.21052631578947367,0.7916666666666667
0.1,1.0,0.5,5,5,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9616104868913857,0.0,0.0,0.0,0.7962786377708978,0.08154745832355112,0.7133333333333335,0.9342105263157895
0.1,1.0,0.5,5,6,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9616104868913857,0.0,0.0,0.0,0.6841830065359478,0.11617628213951975,0.49999999999999994,0.803921568627451
0.1,1.0,0.5,5,7,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9616104868913857,0.0,0.0,0.0,0.6209725447196422,0.06347664804465653,0.5131578947368421,0.7105263157894737
0.1,1.0,0.5,5,8,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9616104868913857,0.0,0.0,0.0,0.7068627450980391,0.12479895404682011,0.5,0.8823529411764706
0.1,1.0,0.6,1,3,1,0.9,binary:logistic,-1,0,0.9405940594059405,0.9990636704119851,1.0,0.5,0.6666666666666666,0.7469545493636051,0.18827036835022232,0.4117647058823529,0.9473684210526315
0.1,1.0,0.6,1,4,1,0.9,binary:logistic,-1,0,0.9504950495049505,0.9990636704119851,1.0,0.5833333333333334,0.7368421052631579,,,,
0.1,1.0,0.6,1,5,1,0.9,binary:logistic,-1,0,0.9504950495049505,0.9990636704119851,1.0,0.5833333333333334,0.7368421052631579,,,,
0.1,1.0,0.6,1,6,1,0.9,binary:logistic,-1,0,0.9504950495049505,0.9990636704119851,1.0,0.5833333333333334,0.7368421052631579,0.7126246990024081,0.10997926919211397,0.588235294117647,0.9166666666666667
0.1,1.0,0.6,1,7,1,0.9,binary:logistic,-1,0,0.9504950495049505,0.9990636704119851,1.0,0.5833333333333334,0.7368421052631579,0.7755303290907006,0.16494136713589005,0.5740740740740741,0.9473684210526315
0.1,1.0,0.6,1,8,1,0.9,binary:logistic,-1,0,0.9504950495049505,0.9990636704119851,1.0,0.5833333333333334,0.7368421052631579,0.776670843776107,0.1261616299596847,0.631578947368421,1.0
0.1,1.0,0.6,2,3,1,0.9,binary:logistic,-1,0,0.9108910891089109,0.9962546816479402,1.0,0.25,0.4,0.7365115454076367,0.09528553681985592,0.6470588235294117,0.9166666666666667
0.1,1.0,0.6,2,4,1,0.9,binary:logistic,-1,0,0.9108910891089109,0.997191011235955,1.0,0.25,0.4,0.7208881578947368,0.1064659104742244,0.5263157894736843,0.8333333333333334
0.1,1.0,0.6,2,5,1,0.9,binary:logistic,-1,0,0.9108910891089109,0.997191011235955,1.0,0.25,0.4,0.6141477826510722,0.21837673312673875,0.26315789473684215,0.888888888888889
0.1,1.0,0.6,2,6,1,0.9,binary:logistic,-1,0,0.9108910891089109,0.997191011235955,1.0,0.25,0.4,0.6861788355693154,0.1793220851783203,0.368421052631579,0.828125
0.1,1.0,0.6,2,7,1,0.9,binary:logistic,-1,0,0.9108910891089109,0.997191011235955,1.0,0.25,0.4,0.6521442495126706,0.12500446371289786,0.4736842105263158,0.8148148148148148
0.1,1.0,0.6,2,8,1,0.9,binary:logistic,-1,0,0.9108910891089109,0.997191011235955,1.0,0.25,0.4,0.8825932017543859,0.0755112359377532,0.796875,1.0
0.1,1.0,0.6,3,3,1,0.9,binary:logistic,-1,0,0.900990099009901,0.9943820224719101,1.0,0.16666666666666666,0.2857142857142857,0.6816348469212248,0.11024563087032577,0.5686274509803921,0.888888888888889
0.1,1.0,0.6,3,4,1,0.9,binary:logistic,-1,0,0.900990099009901,0.9953183520599252,1.0,0.16666666666666666,0.2857142857142857,0.6817891081871345,0.18591556308881976,0.3888888888888889,0.9140625
0.1,1.0,0.6,3,5,1,0.9,binary:logistic,-1,0,0.900990099009901,0.9953183520599252,1.0,0.16666666666666666,0.2857142857142857,0.7426470588235294,0.14928954453103507,0.6111111111111112,1.0
0.1,1.0,0.6,3,6,1,0.9,binary:logistic,-1,0,0.900990099009901,0.9953183520599252,1.0,0.16666666666666666,0.2857142857142857,0.709907120743034,0.15948743783084254,0.40196078431372545,0.8421052631578947
0.1,1.0,0.6,3,7,1,0.9,binary:logistic,-1,0,0.900990099009901,0.9953183520599252,1.0,0.16666666666666666,0.2857142857142857,,,,
0.1,1.0,0.6,3,8,1,0.9,binary:logistic,-1,0,0.900990099009901,0.9953183520599252,1.0,0.16666666666666666,0.2857142857142857,0.7640924205939685,0.13819890015531736,0.5277777777777778,0.9473684210526315
0.1,1.0,0.6,4,3,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.973314606741573,0.0,0.0,0.0,0.7528995743034056,0.21333727966341678,0.35,0.9609375
0.1,1.0,0.6,4,4,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9911048689138577,0.0,0.0,0.0,0.7309860896112831,0.22782600502977407,0.40196078431372545,1.0
0.1,1.0,0.6,4,5,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9911048689138577,0.0,0.0,0.0,0.6745497076023392,0.1934159066295067,0.4605263157894737,1.0
0.1,1.0,0.6,4,6,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9911048689138577,0.0,0.0,0.0,0.7687309941520468,0.10449988640018669,0.625,0.8947368421052632
0.1,1.0,0.6,4,7,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9911048689138577,0.0,0.0,0.0,0.6761523907808737,0.20107059501833088,0.3333333333333333,0.881578947368421
0.1,1.0,0.6,4,8,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9911048689138577,0.0,0.0,0.0,0.6963145711500974,0.11502508366634158,0.546875,0.8421052631578947
0.1,1.0,0.6,5,3,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9620786516853932,0.0,0.0,0.0,0.6145679394564842,0.20145675520890235,0.3039215686274509,0.7894736842105263
0.1,1.0,0.6,5,4,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9620786516853932,0.0,0.0,0.0,0.634889383384933,0.13215825475918633,0.4583333333333333,0.8515625
0.1,1.0,0.6,5,5,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9620786516853932,0.0,0.0,0.0,0.6884959795321637,0.1953467167199711,0.41666666666666663,0.8947368421052632
0.1,1.0,0.6,5,6,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9620786516853932,0.0,0.0,0.0,0.6767726608187135,0.07950438548099713,0.5555555555555556,0.796875
0.1,1.0,0.6,5,7,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9620786516853932,0.0,0.0,0.0,0.7764840256277951,0.1718260142098528,0.44852941176470584,0.9473684210526316
0.1,1.0,0.6,5,8,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9620786516853932,0.0,0.0,0.0,0.7147368421052632,0.16006934392124172,0.5263157894736843,0.9473684210526316
0.1,1.0,0.7,1,3,1,0.9,binary:logistic,-1,0,0.9504950495049505,0.999063670411985,1.0,0.5833333333333334,0.7368421052631579,0.7673589611283109,0.1692888907570408,0.4736842105263158,0.9444444444444444
0.1,1.0,0.7,1,4,1,0.9,binary:logistic,-1,0,0.9504950495049505,0.999063670411985,1.0,0.5833333333333334,0.7368421052631579,,,,
0.1,1.0,0.7,1,5,1,0.9,binary:logistic,-1,0,0.9504950495049505,0.999063670411985,1.0,0.5833333333333334,0.7368421052631579,0.6700665061346175,0.17853689853186708,0.39215686274509803,0.9259259259259258
0.1,1.0,0.7,1,6,1,0.9,binary:logistic,-1,0,0.9504950495049505,0.999063670411985,1.0,0.5833333333333334,0.7368421052631579,0.7857843137254902,0.11897220291132322,0.6111111111111112,0.9722222222222222
0.1,1.0,0.7,1,7,1,0.9,binary:logistic,-1,0,0.9504950495049505,0.999063670411985,1.0,0.5833333333333334,0.7368421052631579,0.7293461902304782,0.21659345632912108,0.4605263157894737,0.9607843137254901
0.1,1.0,0.7,1,8,1,0.9,binary:logistic,-1,0,0.9504950495049505,0.999063670411985,1.0,0.5833333333333334,0.7368421052631579,0.8174750601995184,0.1262008372159221,0.6111111111111112,1.0
0.1,1.0,0.7,2,3,1,0.9,binary:logistic,-1,0,0.9108910891089109,0.9953183520599251,1.0,0.25,0.4,0.6858187134502924,0.13911216279470337,0.5263157894736843,0.9444444444444444
0.1,1.0,0.7,2,4,1,0.9,binary:logistic,-1,0,0.9108910891089109,0.9943820224719101,1.0,0.25,0.4,0.6991289989680082,0.14039877978133028,0.42105263157894735,0.7894736842105263
0.1,1.0,0.7,2,5,1,0.9,binary:logistic,-1,0,0.9108910891089109,0.9943820224719101,1.0,0.25,0.4,0.7902491830065358,0.08821411366762388,0.6666666666666666,0.9411764705882353
0.1,1.0,0.7,2,6,1,0.9,binary:logistic,-1,0,0.9108910891089109,0.9943820224719101,1.0,0.25,0.4,,,,
0.1,1.0,0.7,2,7,1,0.9,binary:logistic,-1,0,0.9108910891089109,0.9943820224719101,1.0,0.25,0.4,0.65687457000344,0.1733831031610092,0.42105263157894735,0.9473684210526315
0.1,1.0,0.7,2,8,1,0.9,binary:logistic,-1,0,0.9108910891089109,0.9943820224719101,1.0,0.25,0.4,,,,
0.1,1.0,0.7,3,3,1,0.9,binary:logistic,-1,0,0.8910891089108911,0.9911048689138576,1.0,0.08333333333333333,0.15384615384615385,0.7512765522875817,0.07792362484905371,0.631578947368421,0.868421052631579
0.1,1.0,0.7,3,4,1,0.9,binary:logistic,-1,0,0.8910891089108911,0.9906367041198502,1.0,0.08333333333333333,0.15384615384615385,0.7112200435729847,0.16198971316042576,0.4629629629629629,0.888888888888889
0.1,1.0,0.7,3,5,1,0.9,binary:logistic,-1,0,0.8910891089108911,0.9906367041198502,1.0,0.08333333333333333,0.15384615384615385,0.6401973684210527,0.21882860800705675,0.375,0.9
0.1,1.0,0.7,3,6,1,0.9,binary:logistic,-1,0,0.8910891089108911,0.9906367041198502,1.0,0.08333333333333333,0.15384615384615385,,,,
0.1,1.0,0.7,3,7,1,0.9,binary:logistic,-1,0,0.8910891089108911,0.9906367041198502,1.0,0.08333333333333333,0.15384615384615385,,,,
0.1,1.0,0.7,3,8,1,0.9,binary:logistic,-1,0,0.8910891089108911,0.9906367041198502,1.0,0.08333333333333333,0.15384615384615385,,,,
0.1,1.0,0.7,4,3,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9681647940074907,0.0,0.0,0.0,,,,
0.1,1.0,0.7,4,4,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9873595505617978,0.0,0.0,0.0,0.6883384932920535,0.12363233097442423,0.5789473684210527,0.9166666666666667
0.1,1.0,0.7,4,5,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9873595505617978,0.0,0.0,0.0,,,,
0.1,1.0,0.7,4,6,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9873595505617978,0.0,0.0,0.0,0.6864443584451324,0.11144075936931515,0.5789473684210527,0.8947368421052632
0.1,1.0,0.7,4,7,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9873595505617978,0.0,0.0,0.0,,,,
0.1,1.0,0.7,4,8,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9873595505617978,0.0,0.0,0.0,0.7646623452012384,0.1434399212095882,0.5526315789473685,1.0
0.1,1.0,0.7,5,3,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9536516853932584,0.0,0.0,0.0,0.6394736842105264,0.10595314040817357,0.48684210526315785,0.7549019607843137
0.1,1.0,0.7,5,4,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9536516853932584,0.0,0.0,0.0,0.7584444444444445,0.16371286215373518,0.5416666666666666,0.9722222222222222
0.1,1.0,0.7,5,5,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9536516853932584,0.0,0.0,0.0,,,,
0.1,1.0,0.7,5,6,1,0.9,binary:logistic,-1,0,0.8811881188118812,0.9536516853932584,0.0,0.0,0.0,0.5545230263157895,0.11995635333458757,0.375,0.6842105263157896
